identity	git_final_source	live_ref	body	security	search_path	signature	body_note	overall	git_final_body_md5	live_prosrc_md5
public.reset_store_data(p_store_id uuid, p_keep_catalog boolean)	git:20260820000005_post_restore_reconciliation.sql	oid:142582	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	d44bd557c1786c60359bebfa36c3d338	d44bd557c1786c60359bebfa36c3d338
public.generate_internal_barcode()	git:20260820000008_catalog_hardening.sql	oid:142598	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	2bc7b177d042f4a825a6c378f34ad0b9	2bc7b177d042f4a825a6c378f34ad0b9
public.ensure_product_barcode()	git:20260820000010_fix_barcode_type_and_rpc_trim.sql	oid:142600	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	2d047fd26613deb15e18ea9e82bf0a1f	f14324e9aebb1bb16c6f94ceb8face30
public.bulk_update_products(_products jsonb)	git:20260124_enforce_store_sku_uniqueness.sql	oid:142629	DRIFT_FUNCTION_BODY	DRIFT_SECURITY	DRIFT_SEARCH_PATH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	3a29a1744794deac9517ae53e57e23c2	85e578c6b5a3083ba18a36e8aee290e2
public.get_paginated_products_v2(p_limit integer, p_offset integer, p_store_id uuid, p_search_term text, p_category text, p_sort_key text, p_sort_dir text, p_stock_filter text, p_active_filter text)	git:20260823000002_get_paginated_products_v2_add_fields.sql	oid:142661	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	f1b2dcfb271f663b9d95f2d87afe9ca5	700216efd15f7f10230415f9f9abf18a
public.get_products_for_pos(p_store_id uuid, p_search_term text, p_category text, p_limit integer, p_offset integer)	git:20260823000002_get_paginated_products_v2_add_fields.sql	oid:142663	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	cd640765bf3ed71b3e0a3cfbf68deee3	73092e43bf8ad36970bfcf4c98f5fcb5
public.upsert_manual_exchange_rate_with_audit(p_actor_id uuid, p_currency text, p_rate numeric, p_rate_date date, p_source text, p_capture_method text, p_source_ip text)	git:20260827000006_exchange_rates_manual_hardening.sql	oid:142883	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	1407e910ca6b288d8417f1abad2772b1	1407e910ca6b288d8417f1abad2772b1
public.fn_recalc_wac(p_store_id uuid, p_product_id uuid, p_event text, p_qty_in numeric, p_uc_in numeric, p_source_ref jsonb)	NOT_IN_GIT	oid:142906	-	-	-	-	-	ORPHAN_LIVE	-	-
public.w62_guard_wac_writer()	NOT_IN_GIT	oid:142909	-	-	-	-	-	ORPHAN_LIVE	-	-
public.withdraw_production_item_v3(p_item_id uuid, p_qty numeric, p_store_id uuid, p_user_id uuid, p_idempotency_key text, p_reference_id uuid, p_reference_doc text)	NOT_IN_GIT	oid:142921	-	-	-	-	-	ORPHAN_LIVE	-	-
public.w62_df04_classify(p_receipt_ts timestamp with time zone, p_qty numeric, p_unit_cost numeric, p_has_doc boolean)	NOT_IN_GIT	oid:142967	-	-	-	-	-	ORPHAN_LIVE	-	-
public.can_admin_reverse_transaction(p_actor uuid, p_store_id uuid)	git:20260905000001_w9_b8_modelo_c_undo_reverse_authorization.sql	oid:143447	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	3f014de617e207ea2dd014a1b3189808	3f014de617e207ea2dd014a1b3189808
public.can_pos_undo_transaction(p_transaction_id uuid, p_actor uuid)	git:20260905000001_w9_b8_modelo_c_undo_reverse_authorization.sql	oid:143448	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	859634c4874bedd76b825bbf2f9d0034	859634c4874bedd76b825bbf2f9d0034
public.can_reverse_document(p_actor uuid, p_store_id uuid, p_operation text)	git:20260905000002_w9_b10_reverse_document_authorization.sql	oid:143547	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	fcd2b380b756592acd3ba76a124b9025	fcd2b380b756592acd3ba76a124b9025
public.reverse_inventory_adjustment_v2(p_adjustment_id uuid, p_reason text, p_user_id uuid)	git:20260905000002_w9_b10_reverse_document_authorization.sql	oid:143548	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	6461d401c5f333eeb2c4cb4e0729ba7c	6461d401c5f333eeb2c4cb4e0729ba7c
public.lock_fiscal_period(p_store_id uuid, p_year integer, p_month integer, p_user_id uuid)	git:20260909000004_rem_f4_06c_fiscal_close_rpc_contract.sql	oid:143995	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	aa256949ba2c250a521fdaffbc04140e	aa256949ba2c250a521fdaffbc04140e
public.prevent_self_privilege_escalation()	git:20260911000000_rem_sec1_security_boundaries.sql	oid:144056	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	2e9f119202e5bfba6965adbd2202b6bc	2e9f119202e5bfba6965adbd2202b6bc
public.audit_user_store_memberships_changes(?)	git:20260127_enhance_audit_logs.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	5b67e56e5db45b84b082ce886446761b	-
public.fn_audit_stock_reception(?)	git:20260318_harden_audit_logging.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	ad688ce215d80b7c54840297c29340a9	-
public.fn_audit_transaction_voiding(?)	git:20260318_harden_audit_logging.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	57994e765b5184842838833e5d579213	-
public.fn_user_preferences_set_updated_at(?)	git:20260703000005_user_preferences.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	da5ac28a58c8b4bb30209bf0d3d7082c	-
public.get_fc_generation_stats(?)	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	379813f6bd5b9dba7383e5c086149529	-
public.get_latest_rate(?)	git:20260624000001_inteligencia_cambiaria.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	17e713fa08f69005b53e8df3a0c81ccf	-
public.get_rate_history(?)	git:20260624000001_inteligencia_cambiaria.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	cd9be49bfa854603a857425a1f2156ba	-
public.get_rate_variation(?)	git:20260624000001_inteligencia_cambiaria.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	75208d5ea5b3971d19bbfa200e2da349	-
public.get_recent_receptions(?)	git:register_reception_rpc.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	0a9164068eae94353877967890466738	-
public.purge_expired_fc_pdf_cache(?)	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	c30c7f66a33d173179dec2a78b5dcc09	-
public.reverse_transaction(?)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	b678f1a0086fd76b335f8ff7dfcadbe3	-
public.update_product_wac(?)	git:20260809000004_v2_25_g4_wac_absorption.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	2f38220b694928d724066f31351bf642	-
public.withdraw_production_item(?)	git:20260817000001_vale_salida.sql	NO_LIVE	-	-	-	-	-	MISSING_LIVE	119f9521fa7043654d535d7a9352a209	-
